Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Last Updated
2021-05-20,14.302499771118164,14.68375015258789,14.270500183105469,14.612500190734863,14.575762748718262,321592000,NVDA,2026-05-19 22:44:04
2021-05-21,15.163749694824219,15.222000122070312,14.869500160217285,14.99174976348877,14.954060554504395,672992000,NVDA,2026-05-19 22:44:04
2021-05-24,15.212499618530273,15.744999885559082,15.175999641418457,15.612000465393066,15.572750091552734,554816000,NVDA,2026-05-19 22:44:04
2021-05-25,15.765999794006348,15.818499565124512,15.482500076293945,15.647749900817871,15.608409881591797,435408000,NVDA,2026-05-19 22:44:04
2021-05-26,15.73425006866455,15.793749809265137,15.586250305175781,15.699999809265137,15.660529136657715,370440000,NVDA,2026-05-19 22:44:04
2021-05-27,15.699749946594238,15.75,15.460000038146973,15.48799991607666,15.44906234741211,581476000,NVDA,2026-05-19 22:44:04
2021-05-28,15.50100040435791,16.27750015258789,15.50100040435791,16.24449920654297,16.203655242919922,644536000,NVDA,2026-05-19 22:44:04
2021-06-01,16.270000457763672,16.38825035095215,15.903249740600586,16.26449966430664,16.22360610961914,472804000,NVDA,2026-05-19 22:44:04
2021-06-02,16.25225067138672,16.918750762939453,16.23550033569336,16.778249740600586,16.73607063293457,594168000,NVDA,2026-05-19 22:44:04
2021-06-03,16.70075035095215,17.259000778198242,16.58300018310547,16.969749450683594,16.927085876464844,580008000,NVDA,2026-05-19 22:44:04
2021-06-04,17.112499237060547,17.660999298095703,17.095500946044922,17.578250885009766,17.534055709838867,617120000,NVDA,2026-05-19 22:44:04
2021-06-07,17.571250915527344,17.8125,17.192750930786133,17.618999481201172,17.574703216552734,575756000,NVDA,2026-05-19 22:44:04
2021-06-08,17.527250289916992,17.62150001525879,17.250999450683594,17.457000732421875,17.413110733032227,323848000,NVDA,2026-05-19 22:44:04
2021-06-09,17.515750885009766,17.575000762939453,17.25575065612793,17.35824966430664,17.318580627441406,381656000,NVDA,2026-05-19 22:44:04
2021-06-10,17.350000381469727,17.492000579833984,17.176000595092773,17.424999237060547,17.385177612304688,287772000,NVDA,2026-05-19 22:44:04
2021-06-11,17.47949981689453,17.939250946044922,17.443750381469727,17.82525062561035,17.78450584411621,416308000,NVDA,2026-05-19 22:44:04
2021-06-14,17.9060001373291,18.039499282836914,17.662750244140625,18.018749237060547,17.977563858032227,321376000,NVDA,2026-05-19 22:44:04
2021-06-15,17.915000915527344,18.016250610351562,17.72800064086914,17.78849983215332,17.74784278869629,243032000,NVDA,2026-05-19 22:44:04
2021-06-16,17.79075050354004,17.954750061035156,17.58449935913086,17.81024932861328,17.76954460144043,307124000,NVDA,2026-05-19 22:44:04
2021-06-17,17.774499893188477,18.834999084472656,17.756250381469727,18.657249450683594,18.614608764648438,809656000,NVDA,2026-05-19 22:44:04
2021-06-18,18.784000396728516,19.375,18.583999633789062,18.638750076293945,18.596149444580078,968856000,NVDA,2026-05-19 22:44:04
2021-06-21,18.43524932861328,18.536500930786133,17.822750091552734,18.427249908447266,18.3851318359375,672384000,NVDA,2026-05-19 22:44:04
2021-06-22,18.471500396728516,18.9637508392334,18.38599967956543,18.886749267578125,18.84358024597168,580144000,NVDA,2026-05-19 22:44:04
2021-06-23,19.007749557495117,19.15275001525879,18.90774917602539,19.057249069213867,19.01369285583496,332356000,NVDA,2026-05-19 22:44:04
2021-06-24,19.227750778198242,19.420000076293945,19.08824920654297,19.20549964904785,19.161605834960938,320924000,NVDA,2026-05-19 22:44:04
2021-06-25,19.280500411987305,19.345500946044922,18.894500732421875,19.0310001373291,18.987504959106445,278364000,NVDA,2026-05-19 22:44:04
2021-06-28,19.361249923706055,20.078750610351562,19.319000244140625,19.985000610351562,19.93932342529297,495436000,NVDA,2026-05-19 22:44:04
2021-06-29,19.88249969482422,20.0987491607666,19.656999588012695,20.026750564575195,19.980981826782227,367632000,NVDA,2026-05-19 22:44:04
2021-06-30,19.999250411987305,20.162500381469727,19.863750457763672,20.002500534057617,19.956787109375,326568000,NVDA,2026-05-19 22:44:04
2021-07-01,20.125,20.45599937438965,20.018999099731445,20.211999893188477,20.165809631347656,480136000,NVDA,2026-05-19 22:44:04
2021-07-02,20.440250396728516,20.505250930786133,20.287750244140625,20.48699951171875,20.4401798248291,342764000,NVDA,2026-05-19 22:44:04
2021-07-06,20.737499237060547,20.841999053955078,20.350250244140625,20.69849967956543,20.651193618774414,446708000,NVDA,2026-05-19 22:44:04
2021-07-07,20.853500366210938,20.875,20.332000732421875,20.371749877929688,20.325191497802734,418428000,NVDA,2026-05-19 22:44:04
2021-07-08,19.85650062561035,20.132999420166016,19.70075035095215,19.90275001525879,19.857263565063477,503300000,NVDA,2026-05-19 22:44:04
2021-07-09,19.962499618530273,20.080249786376953,19.754249572753906,20.050249099731445,20.00442123413086,296624000,NVDA,2026-05-19 22:44:04
2021-07-12,20.239999771118164,20.53274917602539,20.1877498626709,20.512500762939453,20.465620040893555,321984000,NVDA,2026-05-19 22:44:04
2021-07-13,20.40049934387207,20.46125030517578,20.11400032043457,20.25,20.203718185424805,290708000,NVDA,2026-05-19 22:44:04
2021-07-14,20.357749938964844,20.417749404907227,19.752750396728516,19.84149932861328,19.7961483001709,380100000,NVDA,2026-05-19 22:44:04
2021-07-15,19.811750411987305,19.847000122070312,18.85849952697754,18.966249465942383,18.922903060913086,550564000,NVDA,2026-05-19 22:44:04
2021-07-16,19.030500411987305,19.156999588012695,18.072999954223633,18.160999298095703,18.119489669799805,688224000,NVDA,2026-05-19 22:44:04
2021-07-19,17.915250778198242,19.04199981689453,17.86549949645996,18.77975082397461,18.73682975769043,749060000,NVDA,2026-05-19 22:44:04
2021-07-20,18.729999542236328,18.83799934387207,18.163999557495117,18.61199951171875,18.569461822509766,434687000,NVDA,2026-05-19 22:44:04
2021-07-21,18.881999969482422,19.527000427246094,18.742000579833984,19.40999984741211,19.365638732910156,371017000,NVDA,2026-05-19 22:44:04
2021-07-22,19.642000198364258,19.886999130249023,19.275999069213867,19.5939998626709,19.549217224121094,323826000,NVDA,2026-05-19 22:44:04
2021-07-23,19.6560001373291,19.700000762939453,19.25,19.558000564575195,19.513301849365234,195672000,NVDA,2026-05-19 22:44:04
2021-07-26,19.31100082397461,19.441999435424805,18.913999557495117,19.29400062561035,19.249908447265625,203943000,NVDA,2026-05-19 22:44:04
2021-07-27,19.264999389648438,19.621999740600586,18.740999221801758,19.20800018310547,19.164100646972656,248863000,NVDA,2026-05-19 22:44:04
2021-07-28,19.319000244140625,19.645999908447266,18.9950008392334,19.503000259399414,19.45842170715332,202191000,NVDA,2026-05-19 22:44:04
2021-07-29,19.518999099731445,19.85300064086914,19.327999114990234,19.66200065612793,19.617063522338867,190781000,NVDA,2026-05-19 22:44:04
2021-07-30,19.417999267578125,19.6299991607666,19.26300048828125,19.499000549316406,19.45443344116211,183497000,NVDA,2026-05-19 22:44:04
2021-08-02,19.700000762939453,19.961000442504883,19.361000061035156,19.75,19.704862594604492,217444000,NVDA,2026-05-19 22:44:04
2021-08-03,19.739999771118164,20.222000122070312,19.219999313354492,19.815000534057617,19.76971435546875,301811000,NVDA,2026-05-19 22:44:04
2021-08-04,19.989999771118164,20.31800079345703,19.827999114990234,20.27400016784668,20.227663040161133,231309000,NVDA,2026-05-19 22:44:04
2021-08-05,20.5,20.732999801635742,20.341999053955078,20.636999130249023,20.58983612060547,211435000,NVDA,2026-05-19 22:44:04
2021-08-06,20.52400016784668,20.56999969482422,20.209999084472656,20.365999221801758,20.3194522857666,178497000,NVDA,2026-05-19 22:44:04
2021-08-09,20.445999145507812,20.507999420166016,20.14299964904785,20.295000076293945,20.248613357543945,146443000,NVDA,2026-05-19 22:44:04
2021-08-10,20.32200050354004,20.43000030517578,19.834999084472656,19.93600082397461,19.890443801879883,179238000,NVDA,2026-05-19 22:44:04
2021-08-11,20.042999267578125,20.048999786376953,19.43000030517578,19.698999404907227,19.653976440429688,185925000,NVDA,2026-05-19 22:44:04
2021-08-12,19.8700008392334,20.02899932861328,19.6200008392334,19.905000686645508,19.85951042175293,151652000,NVDA,2026-05-19 22:44:04
2021-08-13,19.905000686645508,20.214000701904297,19.85099983215332,20.187999725341797,20.14185905456543,183063000,NVDA,2026-05-19 22:44:04
2021-08-16,20.135000228881836,20.28700065612793,19.452999114990234,19.950000762939453,19.904401779174805,210876000,NVDA,2026-05-19 22:44:04
2021-08-17,19.684999465942383,19.770000457763672,19.267000198364258,19.45800018310547,19.413528442382812,204585000,NVDA,2026-05-19 22:44:04
2021-08-18,19.5,19.634000778198242,19.0,19.040000915527344,18.996484756469727,285913000,NVDA,2026-05-19 22:44:04
2021-08-19,19.493999481201172,20.4950008392334,18.761999130249023,19.79800033569336,19.75275230407715,766555000,NVDA,2026-05-19 22:44:04
2021-08-20,19.990999221801758,20.864999771118164,19.933000564575195,20.81599998474121,20.768430709838867,675741000,NVDA,2026-05-19 22:44:04
2021-08-23,20.97100067138672,21.996999740600586,20.950000762939453,21.95800018310547,21.907814025878906,575807000,NVDA,2026-05-19 22:44:04
2021-08-24,21.753000259399414,21.958999633789062,21.53499984741211,21.792999267578125,21.743196487426758,297299000,NVDA,2026-05-19 22:44:04
2021-08-25,21.73699951171875,22.469999313354492,21.722000122070312,22.21299934387207,22.162227630615234,347701000,NVDA,2026-05-19 22:44:04
2021-08-26,22.200000762939453,22.34000015258789,21.790000915527344,22.06800079345703,22.017566680908203,237940000,NVDA,2026-05-19 22:44:04
2021-08-27,22.18400001525879,22.722000122070312,22.16699981689453,22.63599967956543,22.584264755249023,304722000,NVDA,2026-05-19 22:44:04
2021-08-30,22.829999923706055,23.042999267578125,22.551000595092773,22.687999725341797,22.636150360107422,262580000,NVDA,2026-05-19 22:44:04
2021-08-31,22.69499969482422,22.69499969482422,22.1200008392334,22.385000228881836,22.3377742767334,259850000,NVDA,2026-05-19 22:44:04
2021-09-01,22.485000610351562,22.69700050354004,22.35700035095215,22.44099998474121,22.393665313720703,201767000,NVDA,2026-05-19 22:44:04
2021-09-02,22.51799964904785,22.593000411987305,22.295000076293945,22.395999908447266,22.348756790161133,187834000,NVDA,2026-05-19 22:44:04
2021-09-03,22.325000762939453,22.986000061035156,22.200000762939453,22.843000411987305,22.79481315612793,280532000,NVDA,2026-05-19 22:44:04
2021-09-07,22.83300018310547,22.89900016784668,22.52199935913086,22.66200065612793,22.61419105529785,198107000,NVDA,2026-05-19 22:44:04
2021-09-08,22.51300048828125,22.610000610351562,21.976999282836914,22.339000701904297,22.291872024536133,254434000,NVDA,2026-05-19 22:44:04
2021-09-09,22.312000274658203,22.538000106811523,22.131000518798828,22.177000045776367,22.13021469116211,196856000,NVDA,2026-05-19 22:44:04
2021-09-10,22.347999572753906,22.625999450683594,22.270000457763672,22.47800064086914,22.430583953857422,248376000,NVDA,2026-05-19 22:44:04
2021-09-13,22.68400001525879,22.964000701904297,21.857999801635742,22.152000427246094,22.105270385742188,297500000,NVDA,2026-05-19 22:44:04
2021-09-14,22.274999618530273,22.40999984741211,22.086000442504883,22.242000579833984,22.195079803466797,199755000,NVDA,2026-05-19 22:44:04
2021-09-15,22.30900001525879,22.367000579833984,21.965999603271484,22.340999603271484,22.29387092590332,166538000,NVDA,2026-05-19 22:44:04
2021-09-16,22.183000564575195,22.277000427246094,21.927000045776367,22.242000579833984,22.195079803466797,156033000,NVDA,2026-05-19 22:44:04
2021-09-17,22.299999237060547,22.320999145507812,21.829999923706055,21.899999618530273,21.85379981994629,294503000,NVDA,2026-05-19 22:44:04
2021-09-20,21.145999908447266,21.433000564575195,20.66200065612793,21.113000869750977,21.068464279174805,349440000,NVDA,2026-05-19 22:44:04
2021-09-21,21.41699981689453,21.424999237060547,20.950000762939453,21.246000289916992,21.2011775970459,204688000,NVDA,2026-05-19 22:44:04
2021-09-22,21.365999221801758,21.959999084472656,21.195999145507812,21.94099998474121,21.894718170166016,268726000,NVDA,2026-05-19 22:44:04
2021-09-23,22.139999389648438,22.53499984741211,21.889999389648438,22.48200035095215,22.434574127197266,248555000,NVDA,2026-05-19 22:44:04
2021-09-24,22.06999969482422,22.14900016784668,21.861000061035156,22.08099937438965,22.03441619873047,217655000,NVDA,2026-05-19 22:44:04
2021-09-27,21.709999084472656,21.798999786376953,21.325000762939453,21.65999984741211,21.614309310913086,245215000,NVDA,2026-05-19 22:44:04
2021-09-28,21.214000701904297,21.41900062561035,20.650999069213867,20.698999404907227,20.655336380004883,343069000,NVDA,2026-05-19 22:44:04
2021-09-29,20.940000534057617,21.017000198364258,20.466999053955078,20.517000198364258,20.47372055053711,218394000,NVDA,2026-05-19 22:44:04
2021-09-30,20.76799964904785,21.06599998474121,20.687999725341797,20.715999603271484,20.67229652404785,221009000,NVDA,2026-05-19 22:44:04
2021-10-01,20.75,20.858999252319336,20.202999114990234,20.742000579833984,20.6982421875,240978000,NVDA,2026-05-19 22:44:04
2021-10-04,20.503999710083008,20.54199981689453,19.55500030517578,19.73200035095215,19.690372467041016,345635000,NVDA,2026-05-19 22:44:04
2021-10-05,19.950000762939453,20.648000717163086,19.854000091552734,20.451000213623047,20.407855987548828,279282000,NVDA,2026-05-19 22:44:04
2021-10-06,20.1200008392334,20.719999313354492,20.079999923706055,20.700000762939453,20.656333923339844,297202000,NVDA,2026-05-19 22:44:04
2021-10-07,21.091999053955078,21.32200050354004,20.972000122070312,21.075000762939453,21.030546188354492,256919000,NVDA,2026-05-19 22:44:04
2021-10-08,21.10099983215332,21.20599937438965,20.774999618530273,20.83099937438965,20.78705596923828,151258000,NVDA,2026-05-19 22:44:04
2021-10-11,20.575000762939453,21.062999725341797,20.51099967956543,20.69499969482422,20.651342391967773,163388000,NVDA,2026-05-19 22:44:04
2021-10-12,20.827999114990234,21.05699920654297,20.527999877929688,20.67099952697754,20.627391815185547,162134000,NVDA,2026-05-19 22:44:04
2021-10-13,20.917999267578125,20.989999771118164,20.71299934387207,20.93899917602539,20.894826889038086,180652000,NVDA,2026-05-19 22:44:04
2021-10-14,21.288000106811523,21.7549991607666,21.121999740600586,21.746000289916992,21.70012664794922,243589000,NVDA,2026-05-19 22:44:04
2021-10-15,21.809999465942383,21.930999755859375,21.66200065612793,21.86199951171875,21.81588363647461,226994000,NVDA,2026-05-19 22:44:04
2021-10-18,21.749000549316406,22.291000366210938,21.643999099731445,22.222000122070312,22.175121307373047,189494000,NVDA,2026-05-19 22:44:04
2021-10-19,22.275999069213867,22.378999710083008,22.03700065612793,22.290000915527344,22.242977142333984,161473000,NVDA,2026-05-19 22:44:04
2021-10-20,22.30500030517578,22.433000564575195,21.98200035095215,22.10300064086914,22.056373596191406,146276000,NVDA,2026-05-19 22:44:04
